label,text
spam,Hurry! Your voucher is waiting. Redeem today at promo.link/redeem.
ham,"Jay wants to work out first, how's 4 sound?"
spam,Get a voucher for free! Just sign up at tinyurl.com/deal.
spam,Hurry! Your TV is waiting. Redeem today at tinyurl.com/deal.
ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
ham,Hey company elama po mudyadhu.
ham,"I'm not coming over, do whatever you want"
ham,"Kate jackson rec center before 7ish, right?"
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
spam,Get a laptop for free! Just sign up at promo.link/redeem.
ham,It's ok i wun b angry. Msg u aft i come home tonight.
ham,Now thats going to ruin your thesis!
ham,Holy living christ what is taking you so long
spam,Congratulations! You have won a free trip. Claim now at promo.link/redeem.
spam,"Special offer for you! Buy one iPhone, get one free at tinyurl.com/deal."
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
spam,Act now! Exclusive deal on laptop available at bit.ly/freegift.
spam,Your voucher subscription is about to expire. Renew at promo.link/redeem.
spam,Hurry! Your voucher is waiting. Redeem today at bit.ly/freegift.
spam,"Special offer for you! Buy one iPhone, get one free at bit.ly/freegift."
ham,Thats cool. I want to please you...
spam,Congratulations! You have won a free gift card. Claim now at promo.link/redeem.
spam,Your trip subscription is about to expire. Renew at promo.link/redeem.
spam,Earn $1000 working from home. Sign up today at bit.ly/freegift.
ham,"""CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX."""
ham,Hope you are feeling great. Pls fill me in. Abiola
ham,"Me, i dont know again oh"
ham,Where is that one day training:-)
spam,Congratulations! You have won a free TV. Claim now at bit.ly/freegift.
spam,Earn $500 working from home. Sign up today at tinyurl.com/deal.
ham,Then any special there?
ham,No problem with the renewal. I.ll do it right away but i dont know his details.
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
ham,No da if you run that it activate the full version da.
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
spam,Your trip subscription is about to expire. Renew at promo.link/redeem.
spam,Don't miss out on cashback! Click tinyurl.com/deal to learn more.
ham,Wake me up at  &lt;#&gt;  am morning:)
spam,Your TV subscription is about to expire. Renew at bit.ly/freegift.
ham,So how's the weather over there?
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
spam,Hurry! Your gift card is waiting. Redeem today at www.example.com.
ham,Lmao. Take a pic and send it to me.
ham,Mm i am on the way to railway
ham,R u saying i should re order the slippers cos i had to pay for returning it.
spam,Congratulations! You have won a free voucher. Claim now at promo.link/redeem.
spam,"Special offer for you! Buy one voucher, get one free at promo.link/redeem."
spam,Limited time offer! Get 50% off on iPhone. Visit promo.link/redeem.
spam,Act now! Exclusive deal on TV available at bit.ly/freegift.
spam,"Special offer for you! Buy one laptop, get one free at bit.ly/freegift."
spam,Hurry! Your voucher is waiting. Redeem today at bit.ly/freegift.
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
ham,Ü go home liao? Ask dad to pick me up at 6...
spam,Limited time offer! Get 50% off on voucher. Visit www.example.com.
spam,You've been selected for a membership. Confirm your details at bit.ly/freegift.
spam,Hurry! Your gift card is waiting. Redeem today at promo.link/redeem.
spam,Get a voucher for free! Just sign up at promo.link/redeem.
ham,Update your face book status frequently :)
spam,Act now! Exclusive deal on gift card available at tinyurl.com/deal.
ham,Hey u still at the gym?
ham,Thanx a lot 4 ur help!
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,What you thinked about me. First time you saw me in class.
ham,Wat would u like 4 ur birthday?
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
ham,Hows the street where the end of library walk is?
ham,Kent vale lor... Ü wait 4 me there ar?
ham,I'm freezing and craving ice. Fml
ham,I think asking for a gym is the excuse for lazy people. I jog.
spam,Act now! Exclusive deal on voucher available at bit.ly/freegift.
ham,U attend ur driving lesson how many times a wk n which day?
spam,Act now! Exclusive deal on gift card available at promo.link/redeem.
spam,Your voucher subscription is about to expire. Renew at bit.ly/freegift.
spam,Limited time offer! Get 30% off on iPhone. Visit www.example.com.
spam,Congratulations! You have won a free voucher. Claim now at www.example.com.
spam,Don't miss out on big savings! Click promo.link/redeem to learn more.
spam,Get a trip for free! Just sign up at promo.link/redeem.
spam,Hurry! Your laptop is waiting. Redeem today at bit.ly/freegift.
ham,I thought slide is enough.
spam,You've been selected for a cash reward. Confirm your details at bit.ly/freegift.
ham,Eh u send wrongly lar...
ham,Oh thanks a lot..i already bought 2 eggs ..
spam,Hurry! Your gift card is waiting. Redeem today at bit.ly/freegift.
spam,Don't miss out on cashback! Click tinyurl.com/deal to learn more.
ham,Why you keeping me away like this
spam,Limited time offer! Get 50% off on trip. Visit www.example.com.
ham,"Lol, oh you got a friend for the dog ?"
ham,I will come tomorrow di
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
spam,Limited time offer! Get 70% off on TV. Visit tinyurl.com/deal.
spam,Get a laptop for free! Just sign up at bit.ly/freegift.
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
ham,His bday real is in april .
spam,Get a gift card for free! Just sign up at bit.ly/freegift.
spam,Get a trip for free! Just sign up at www.example.com.
ham,When are you guys leaving?
spam,Act now! Exclusive deal on voucher available at bit.ly/freegift.
spam,You've been selected for a membership. Confirm your details at promo.link/redeem.
spam,Congratulations! You have won a free laptop. Claim now at bit.ly/freegift.
spam,Don't miss out on free trial! Click promo.link/redeem to learn more.
ham,I only haf msn. It's yijue@hotmail.com
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham,I want to be there so i can kiss you and feel you next to me
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
spam,Get a voucher for free! Just sign up at bit.ly/freegift.
spam,Hurry! Your trip is waiting. Redeem today at tinyurl.com/deal.
spam,Hurry! Your laptop is waiting. Redeem today at bit.ly/freegift.
spam,Hurry! Your laptop is waiting. Redeem today at bit.ly/freegift.
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
ham,I'm in office now da:)where are you?
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,Welp apparently he retired
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.."
ham,If you r @ home then come down within 5 min
ham,No. I.ll meet you in the library
spam,Don't miss out on cashback! Click tinyurl.com/deal to learn more.
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
spam,Your iPhone subscription is about to expire. Renew at tinyurl.com/deal.
ham,There are many company. Tell me the language.
spam,You've been selected for a bonus. Confirm your details at www.example.com.
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
spam,Limited time offer! Get 70% off on laptop. Visit www.example.com.
ham,Geeeee ... I love you so much I can barely stand it
ham,Beerage?
spam,You've been selected for a bonus. Confirm your details at bit.ly/freegift.
spam,"Special offer for you! Buy one laptop, get one free at tinyurl.com/deal."
ham,Have a good evening! Ttyl
spam,Don't miss out on free trial! Click promo.link/redeem to learn more.
spam,Get a gift card for free! Just sign up at promo.link/redeem.
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
spam,Hurry! Your laptop is waiting. Redeem today at bit.ly/freegift.
spam,Hurry! Your trip is waiting. Redeem today at tinyurl.com/deal.
ham,No..but heard abt tat..
spam,Your iPhone subscription is about to expire. Renew at promo.link/redeem.
spam,Hurry! Your iPhone is waiting. Redeem today at bit.ly/freegift.
spam,You've been selected for a cash reward. Confirm your details at www.example.com.
spam,Limited time offer! Get 30% off on voucher. Visit tinyurl.com/deal.
ham,Hi msg me:)i'm in office..
spam,Your gift card subscription is about to expire. Renew at tinyurl.com/deal.
spam,Your iPhone subscription is about to expire. Renew at bit.ly/freegift.
ham,Wat time do u wan 2 meet me later?
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
spam,"Special offer for you! Buy one TV, get one free at www.example.com."
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
ham,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
ham,I dont thnk its a wrong calling between us
ham,"Awesome, think we can get an 8th at usf some time tonight?"
ham,"Yep, by the pretty sculpture"
spam,Act now! Exclusive deal on TV available at tinyurl.com/deal.
spam,Limited time offer! Get 70% off on laptop. Visit bit.ly/freegift.
ham,I'm already back home so no probably not
spam,You've been selected for a membership. Confirm your details at www.example.com.
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
spam,Earn $500 working from home. Sign up today at bit.ly/freegift.
ham,THIS IS A LONG FUCKIN SHOWR
spam,"Special offer for you! Buy one gift card, get one free at bit.ly/freegift."
spam,You've been selected for a membership. Confirm your details at tinyurl.com/deal.
spam,Congratulations! You have won a free gift card. Claim now at tinyurl.com/deal.
spam,You've been selected for a cash reward. Confirm your details at www.example.com.
spam,Congratulations! You have won a free voucher. Claim now at tinyurl.com/deal.
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
spam,Act now! Exclusive deal on laptop available at promo.link/redeem.
spam,Limited time offer! Get 20% off on iPhone. Visit tinyurl.com/deal.
spam,Don't miss out on big savings! Click tinyurl.com/deal to learn more.
spam,"Special offer for you! Buy one laptop, get one free at promo.link/redeem."
spam,Get a trip for free! Just sign up at www.example.com.
ham,Just sleeping..and surfing
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
ham,Have your lunch and come quickly and open the door:)
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?
ham,Correct. So how was work today
ham,Please don't text me anymore. I have nothing else to say.
spam,Act now! Exclusive deal on voucher available at www.example.com.
ham,Really do hope the work doesnt get stressful. Have a gr8 day.
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
spam,"Special offer for you! Buy one laptop, get one free at promo.link/redeem."
ham,Everybody had fun this evening. Miss you.
ham,We're on the opposite side from where we dropped you off
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
spam,Limited time offer! Get 30% off on laptop. Visit promo.link/redeem.
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
ham,I will reach before ten morning
spam,You've been selected for a membership. Confirm your details at www.example.com.
ham,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
ham,How much u trying to get?
spam,"Special offer for you! Buy one laptop, get one free at tinyurl.com/deal."
ham,Nobody can decide where to eat and dad wants Chinese
spam,Earn $1000 working from home. Sign up today at promo.link/redeem.
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
spam,Get a voucher for free! Just sign up at www.example.com.
spam,"Special offer for you! Buy one TV, get one free at promo.link/redeem."
spam,You've been selected for a bonus. Confirm your details at promo.link/redeem.
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
spam,Congratulations! You have won a free voucher. Claim now at bit.ly/freegift.
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
spam,Get a TV for free! Just sign up at promo.link/redeem.
ham,You were supposed to wake ME up &gt;:(
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,Yup ok thanx...
spam,Don't miss out on big savings! Click tinyurl.com/deal to learn more.
spam,Hurry! Your TV is waiting. Redeem today at bit.ly/freegift.
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
ham,Also where's the piece
spam,Congratulations! You have won a free iPhone. Claim now at bit.ly/freegift.
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
spam,"Special offer for you! Buy one trip, get one free at www.example.com."
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
spam,Your iPhone subscription is about to expire. Renew at www.example.com.
spam,You've been selected for a bonus. Confirm your details at tinyurl.com/deal.
ham,K:)k:)good:)study well.
spam,Limited time offer! Get 70% off on TV. Visit www.example.com.
ham,I went to project centre
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
ham,Am in film ill call you later.
ham,Jay says that you're a double-faggot
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5"
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
spam,You've been selected for a bonus. Confirm your details at bit.ly/freegift.
spam,Earn $500 working from home. Sign up today at promo.link/redeem.
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham,Ok.
spam,"Special offer for you! Buy one laptop, get one free at tinyurl.com/deal."
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,"Sorry, I'll call later In meeting."
spam,Congratulations! You have won a free gift card. Claim now at tinyurl.com/deal.
spam,Get a laptop for free! Just sign up at bit.ly/freegift.
spam,Don't miss out on big savings! Click bit.ly/freegift to learn more.
ham,That's my honeymoon outfit. :)
spam,"Special offer for you! Buy one gift card, get one free at www.example.com."
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
ham,Finished class where are you.
spam,Earn $1000 working from home. Sign up today at promo.link/redeem.
ham,It is only yesterday true true.
ham,Wot is u up 2 then bitch?
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,Hey what how about your project. Started aha da.
spam,Act now! Exclusive deal on TV available at www.example.com.
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
ham,Thanx but my birthday is over already.
ham,In work now. Going have in few min.
ham,Now am free call me pa.
spam,Get a voucher for free! Just sign up at bit.ly/freegift.
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
ham,Shuhui has bought ron's present it's a swatch watch...
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
spam,Your TV subscription is about to expire. Renew at www.example.com.
spam,Limited time offer! Get 70% off on TV. Visit www.example.com.
spam,Earn $2000 working from home. Sign up today at www.example.com.
spam,Act now! Exclusive deal on iPhone available at bit.ly/freegift.
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...
spam,Don't miss out on big savings! Click bit.ly/freegift to learn more.
ham,Nah dub but je still buff
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
spam,Congratulations! You have won a free iPhone. Claim now at tinyurl.com/deal.
ham,Pick you up bout 7.30ish? What time are  and that going?
ham,As in different styles?
spam,Earn $1000 working from home. Sign up today at bit.ly/freegift.
ham,Should I have picked up a receipt or something earlier
spam,Congratulations! You have won a free iPhone. Claim now at promo.link/redeem.
ham,I just saw ron burgundy captaining a party boat so yeah
spam,Hurry! Your voucher is waiting. Redeem today at tinyurl.com/deal.
spam,Hurry! Your TV is waiting. Redeem today at promo.link/redeem.
ham,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
spam,Earn $500 working from home. Sign up today at bit.ly/freegift.
ham,How much she payed. Suganya.
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
ham,IM GONNA MISS U SO MUCH
spam,You've been selected for a free trial. Confirm your details at bit.ly/freegift.
spam,Act now! Exclusive deal on trip available at www.example.com.
ham,We still on for tonight?
ham,I was slept that time.you there?
spam,Limited time offer! Get 70% off on iPhone. Visit promo.link/redeem.
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
spam,Hurry! Your TV is waiting. Redeem today at promo.link/redeem.
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
ham,&lt;#&gt;  mins but i had to stop somewhere first.
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,"Awesome, be there in a minute"
spam,Your gift card subscription is about to expire. Renew at tinyurl.com/deal.
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
ham,I gotta collect da car at 6 lei.
ham,Sac needs to carry on:)
spam,Act now! Exclusive deal on laptop available at tinyurl.com/deal.
spam,Earn $1000 working from home. Sign up today at tinyurl.com/deal.
spam,"Special offer for you! Buy one gift card, get one free at www.example.com."
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
ham,We'll join the  &lt;#&gt;  bus
spam,"Special offer for you! Buy one iPhone, get one free at www.example.com."
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
spam,Earn $1000 working from home. Sign up today at tinyurl.com/deal.
ham,Sorry about that this is my mates phone and i didnt write it love Kate
ham,Can you use foreign stamps for whatever you send them off for?
ham,I dont know oh. Hopefully this month.
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
spam,"Special offer for you! Buy one iPhone, get one free at www.example.com."
ham,Hi.:)technical support.providing assistance to us customer through call and email:)
spam,Get a laptop for free! Just sign up at www.example.com.
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
spam,Act now! Exclusive deal on trip available at www.example.com.
ham,Why are u up so early?
spam,Act now! Exclusive deal on TV available at www.example.com.
spam,Act now! Exclusive deal on trip available at promo.link/redeem.
spam,Congratulations! You have won a free voucher. Claim now at www.example.com.
ham,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
ham,"Alright, see you in a bit"
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
spam,Act now! Exclusive deal on TV available at promo.link/redeem.
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance"
ham,Yeah that'd pretty much be the best case scenario
spam,"Special offer for you! Buy one voucher, get one free at promo.link/redeem."
spam,"Special offer for you! Buy one iPhone, get one free at promo.link/redeem."
spam,Hurry! Your laptop is waiting. Redeem today at tinyurl.com/deal.
ham,"Night night, see you tomorrow"
spam,Hurry! Your laptop is waiting. Redeem today at promo.link/redeem.
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
spam,Your laptop subscription is about to expire. Renew at www.example.com.
spam,Act now! Exclusive deal on iPhone available at promo.link/redeem.
ham,"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-)."
spam,Your iPhone subscription is about to expire. Renew at tinyurl.com/deal.
spam,Earn $500 working from home. Sign up today at www.example.com.
ham,Do ü noe if ben is going?
spam,Act now! Exclusive deal on laptop available at www.example.com.
spam,Earn $1000 working from home. Sign up today at promo.link/redeem.
spam,Your iPhone subscription is about to expire. Renew at www.example.com.
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
spam,Earn $2000 working from home. Sign up today at promo.link/redeem.
spam,Your iPhone subscription is about to expire. Renew at bit.ly/freegift.
ham,What not under standing.
spam,Get a gift card for free! Just sign up at bit.ly/freegift.
ham,Just sleeping..and surfing
spam,You've been selected for a free trial. Confirm your details at promo.link/redeem.
ham,Now? I'm going out 4 dinner soon..
spam,Hurry! Your laptop is waiting. Redeem today at www.example.com.
spam,Your iPhone subscription is about to expire. Renew at bit.ly/freegift.
spam,Act now! Exclusive deal on iPhone available at www.example.com.
ham,I knew it... U slept v late yest? Wake up so late...
ham,Sitting ard nothing to do lor. U leh busy w work?
ham,No message..no responce..what happend?
spam,Don't miss out on big savings! Click www.example.com to learn more.
spam,Earn $500 working from home. Sign up today at bit.ly/freegift.
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham,U still going to the mall?
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
ham,If you are not coughing then its nothing
spam,You've been selected for a bonus. Confirm your details at www.example.com.
spam,Hurry! Your iPhone is waiting. Redeem today at promo.link/redeem.
spam,Your voucher subscription is about to expire. Renew at tinyurl.com/deal.
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
ham,Oh sorry please its over
spam,Act now! Exclusive deal on trip available at promo.link/redeem.
ham,How much would it cost to hire a hitman
spam,Hurry! Your trip is waiting. Redeem today at promo.link/redeem.
spam,Congratulations! You have won a free trip. Claim now at www.example.com.
spam,Earn $500 working from home. Sign up today at tinyurl.com/deal.
spam,Act now! Exclusive deal on gift card available at promo.link/redeem.
ham,K.then any other special?
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
spam,You've been selected for a bonus. Confirm your details at www.example.com.
ham,Fuck babe ... What happened to you ? How come you never came back?
spam,Hurry! Your gift card is waiting. Redeem today at promo.link/redeem.
spam,Limited time offer! Get 20% off on laptop. Visit bit.ly/freegift.
spam,Hurry! Your trip is waiting. Redeem today at tinyurl.com/deal.
spam,Limited time offer! Get 70% off on laptop. Visit promo.link/redeem.
ham,Good night. Am going to sleep.
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
spam,You've been selected for a bonus. Confirm your details at bit.ly/freegift.
ham,Hey. You got any mail?
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …"
spam,You've been selected for a free trial. Confirm your details at bit.ly/freegift.
ham,Good Morning my Dear........... Have a great &amp; successful day.
spam,Act now! Exclusive deal on trip available at tinyurl.com/deal.
ham,You can never do NOTHING
spam,"Special offer for you! Buy one gift card, get one free at www.example.com."
spam,"Special offer for you! Buy one laptop, get one free at promo.link/redeem."
spam,Earn $500 working from home. Sign up today at www.example.com.
spam,Get a voucher for free! Just sign up at tinyurl.com/deal.
ham,No need lar i go engin? Cos my sis at arts today...
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
spam,"Special offer for you! Buy one voucher, get one free at promo.link/redeem."
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
ham,My sister going to earn more than me da.
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
spam,Congratulations! You have won a free trip. Claim now at bit.ly/freegift.
spam,Don't miss out on cashback! Click tinyurl.com/deal to learn more.
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
spam,Limited time offer! Get 50% off on iPhone. Visit bit.ly/freegift.
ham,Draw va?i dont think so:)
ham,Have you seen who's back at Holby?!
spam,You've been selected for a free trial. Confirm your details at www.example.com.
spam,Act now! Exclusive deal on TV available at tinyurl.com/deal.
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him."
spam,Earn $2000 working from home. Sign up today at www.example.com.
ham,Finally the match heading towards draw as your prediction.
ham,Hope you are having a great day.
spam,Don't miss out on big savings! Click promo.link/redeem to learn more.
spam,Congratulations! You have won a free iPhone. Claim now at bit.ly/freegift.
spam,You've been selected for a membership. Confirm your details at bit.ly/freegift.
ham,Easy ah?sen got selected means its good..
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
spam,Get a voucher for free! Just sign up at promo.link/redeem.
spam,You've been selected for a membership. Confirm your details at promo.link/redeem.
spam,Don't miss out on cashback! Click promo.link/redeem to learn more.
spam,Earn $1000 working from home. Sign up today at promo.link/redeem.
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
ham,* You gonna ring this weekend or wot?
ham,"Call me, i am senthil from hsbc."
ham,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve.."
ham,"And how you will do that, princess? :)"
